Map,Player,Kills,Deaths,ADR,KAST%,Rating,MatchID
Dust2,17234,30,17,122.2,74.1,1.73,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,17231,25,13,85.7,74.1,1.44,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,17236,16,21,71.6,70.4,0.96,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,18195,15,16,55.0,70.4,0.93,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,18833,12,21,63.7,66.7,0.79,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,20039,23,20,90.6,59.3,1.14,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,19181,17,19,76.1,81.5,1.11,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,20038,18,18,68.8,74.1,1.00,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,20041,18,20,72.9,66.7,1.00,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Dust2,20040,12,21,46.7,51.9,0.53,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,18195,24,15,97.0,87.5,1.58,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,17234,23,12,94.7,75.0,1.47,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,17231,19,13,76.3,70.8,1.30,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,18833,19,20,91.0,70.8,1.16,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,17236,12,13,65.7,75.0,1.07,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,19181,22,19,90.2,70.8,1.17,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,20038,16,20,82.1,62.5,0.92,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,20039,12,21,58.9,45.8,0.65,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,20041,11,18,58.9,50.0,0.64,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Mirage,20040,12,19,49.0,45.8,0.57,2340582/incept-vs-rozu-esea-mdl-season-33-australia-relegation
Train,17132,32,21,129.6,85.2,1.79,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,17130,18,13,69.3,85.2,1.25,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,17133,21,15,63.7,74.1,1.21,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,16831,21,14,75.7,66.7,1.19,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,15298,14,15,75.5,70.4,1.13,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,16996,24,23,93.9,59.3,1.15,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,17215,18,21,75.4,59.3,0.98,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,18875,13,21,54.4,51.9,0.68,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,17216,12,21,51.2,48.1,0.59,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Train,19144,11,20,36.8,59.3,0.55,2340581/asterius-vs-ex-up-liga-dell-3-mar-20
Inferno,284,19,9,91.2,73.9,1.36,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,3972,17,14,85.7,65.2,1.32,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,7167,16,9,64.7,73.9,1.23,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,9616,16,11,82.3,78.3,1.22,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,9618,11,11,54.3,82.6,0.97,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,11188,13,12,57.5,65.2,0.98,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,7028,16,18,71.2,47.8,0.83,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,8605,8,15,54.6,52.2,0.66,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,10774,9,17,52.1,52.2,0.61,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Inferno,8552,8,17,53.3,43.5,0.56,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,7167,31,20,103.9,70.0,1.48,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,3972,22,20,77.7,63.3,1.10,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,284,20,18,68.5,73.3,1.07,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,9618,17,23,67.8,70.0,0.92,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,9616,12,21,52.6,56.7,0.65,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,7028,29,21,100.5,73.3,1.40,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,11188,20,22,65.5,66.7,1.03,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,8605,20,21,76.6,63.3,0.98,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,8552,16,20,64.3,70.0,0.88,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Dust2,10774,17,18,49.8,63.3,0.84,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,7167,35,6,170.2,89.5,2.89,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,3972,18,13,91.3,84.2,1.61,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,9616,13,5,70.3,89.5,1.39,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,284,10,11,75.5,89.5,1.25,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,9618,7,9,42.5,68.4,0.89,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,8605,16,16,100.9,63.2,1.13,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,8552,11,14,59.4,63.2,0.79,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,10774,10,17,56.7,57.9,0.61,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,7028,3,18,44.7,31.6,0.24,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Vertigo,11188,4,18,36.0,26.3,0.18,2340094/g2-vs-tyloo-esl-pro-league-season-11-europe
Mirage,9960,31,22,91.5,77.1,1.38,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,11816,32,23,87.3,68.6,1.22,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,2730,20,24,69.9,77.1,1.04,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,429,22,24,60.9,74.3,0.95,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,8574,17,20,56.9,68.6,0.90,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,9031,29,24,76.9,68.6,1.15,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,10981,26,23,82.1,68.6,1.12,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,10449,23,25,75.3,71.4,1.11,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,7168,22,25,73.7,71.4,0.98,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Mirage,9816,13,25,39.6,51.4,0.59,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,9960,20,16,102.0,81.0,1.24,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,8574,16,18,72.8,66.7,0.96,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,429,8,18,48.1,47.6,0.67,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,2730,7,18,42.3,47.6,0.51,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,11816,9,18,48.5,42.9,0.48,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,7168,21,12,90.3,81.0,1.53,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,9816,20,13,109.4,71.4,1.47,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,9031,19,9,77.2,81.0,1.37,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,10981,14,13,83.7,85.7,1.24,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,10449,14,13,75.4,66.7,1.09,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,8574,20,17,107.3,88.9,1.49,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,11816,15,17,76.2,66.7,0.93,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,9960,8,18,77.7,55.6,0.65,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,2730,6,18,46.6,61.1,0.54,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,429,5,17,36.1,38.9,0.35,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,10981,21,8,117.6,72.2,1.80,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,9031,19,10,104.3,94.4,1.62,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,10449,17,11,91.4,77.8,1.31,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,7168,17,16,90.3,77.8,1.17,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Inferno,9816,13,9,82.8,77.8,1.17,2340406/mousesports-vs-og-esl-pro-league-season-11-europe
Train,19711,24,15,102.8,76.0,1.42,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,20036,27,17,97.2,72.0,1.38,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,19710,18,16,79.8,84.0,1.23,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,19902,15,18,64.8,76.0,0.96,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,19709,9,18,58.3,72.0,0.77,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,16665,22,21,99.5,84.0,1.29,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,15047,20,16,84.4,80.0,1.26,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,18629,16,21,69.5,60.0,0.94,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,17494,14,16,64.2,60.0,0.92,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,18432,11,19,52.2,56.0,0.67,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,19711,28,20,93.2,55.2,1.34,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,19710,22,19,83.0,75.9,1.14,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,20036,16,17,61.3,72.4,0.87,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,19902,20,22,81.6,48.3,0.84,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,19709,12,17,49.8,62.1,0.75,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,16665,20,19,80.3,69.0,1.24,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,18629,25,17,81.0,69.0,1.20,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,17494,21,24,86.1,62.1,1.01,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,18432,16,19,66.1,62.1,0.86,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Mirage,15047,13,19,53.8,58.6,0.71,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,19710,30,15,111.2,80.8,1.74,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,19711,18,15,85.6,76.9,1.23,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,19709,20,16,74.7,73.1,1.16,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,20036,17,16,65.2,73.1,1.03,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,19902,12,18,55.4,73.1,0.91,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,16665,21,19,88.8,69.2,1.21,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,17494,17,20,74.5,65.4,0.90,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,18432,15,18,72.0,65.4,0.89,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,15047,13,20,71.7,76.9,0.89,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Dust2,18629,13,21,56.0,46.2,0.64,2340572/timbermen-vs-big-chillin-esea-advanced-season-33-north-america
Train,11630,25,14,106.2,66.7,1.58,2340352/cloud9-vs-orgless-flashpoint-1
Train,8711,20,18,93.6,88.9,1.31,2340352/cloud9-vs-orgless-flashpoint-1
Train,13249,18,14,61.2,85.2,1.11,2340352/cloud9-vs-orgless-flashpoint-1
Train,12713,18,16,62.4,74.1,1.02,2340352/cloud9-vs-orgless-flashpoint-1
Train,13230,20,21,65.5,70.4,0.92,2340352/cloud9-vs-orgless-flashpoint-1
Train,14619,25,18,103.9,70.4,1.38,2340352/cloud9-vs-orgless-flashpoint-1
Train,11264,22,18,73.0,66.7,1.15,2340352/cloud9-vs-orgless-flashpoint-1
Train,8513,13,18,53.4,63.0,0.77,2340352/cloud9-vs-orgless-flashpoint-1
Train,6451,14,24,61.8,51.9,0.68,2340352/cloud9-vs-orgless-flashpoint-1
Train,11231,9,24,55.4,59.3,0.53,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,12713,21,19,76.1,67.9,1.04,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,13230,14,18,65.6,67.9,0.90,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,13249,16,18,60.7,71.4,0.89,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,8711,14,18,48.3,64.3,0.83,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,11630,11,20,49.4,71.4,0.71,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,11231,22,12,72.6,75.0,1.31,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,14619,13,13,74.0,75.0,1.18,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,11264,18,16,63.8,71.4,1.13,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,6451,20,17,75.1,78.6,1.10,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,8513,20,18,80.0,71.4,1.08,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,13230,24,20,92.6,73.3,1.26,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,13249,21,14,69.3,70.0,1.21,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,11630,19,16,77.4,76.7,1.16,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,8711,17,16,59.9,76.7,1.02,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,12713,14,22,62.3,66.7,0.77,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,8513,28,15,80.3,70.0,1.33,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,14619,18,21,75.9,70.0,1.05,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,11264,15,16,59.5,60.0,0.94,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,11231,14,24,60.8,70.0,0.90,2340352/cloud9-vs-orgless-flashpoint-1
Dust2,6451,13,19,56.4,63.3,0.78,2340352/cloud9-vs-orgless-flashpoint-1
Inferno,14131,18,17,89.0,73.9,1.11,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,19965,20,18,78.1,60.9,1.04,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,16597,16,19,93.1,65.2,0.97,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,9572,9,19,47.7,52.2,0.50,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,16649,6,20,46.8,47.8,0.41,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,17453,25,14,111.7,82.6,1.72,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,15517,22,12,94.3,87.0,1.53,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,19436,19,14,72.4,73.9,1.22,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,17799,14,15,81.5,78.3,1.20,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Inferno,13520,13,15,68.8,69.6,1.04,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,14131,22,10,110.7,85.0,1.78,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,16597,19,11,90.8,90.0,1.54,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,19965,14,10,81.5,80.0,1.37,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,16649,17,16,84.4,75.0,1.29,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,9572,12,10,66.3,80.0,1.18,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,17799,19,16,103.2,75.0,1.25,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,19436,11,15,65.2,60.0,0.75,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,17453,10,20,59.5,45.0,0.55,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,13520,7,16,46.5,50.0,0.53,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Mirage,15517,9,18,47.2,40.0,0.45,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,16597,25,22,93.9,72.4,1.35,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,14131,28,20,91.2,69.0,1.31,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,16649,24,22,93.9,69.0,1.21,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,9572,18,20,78.6,79.3,1.07,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,19965,16,14,55.8,69.0,0.95,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,19436,22,21,83.0,75.9,1.18,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,15517,25,25,91.7,58.6,1.07,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,17799,15,23,83.7,69.0,0.93,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,17453,17,20,65.7,65.5,0.91,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Dust2,13520,17,22,53.3,58.6,0.82,2340532/polar-ace-vs-front-esea-advanced-season-33-north-america
Vertigo,16034,31,14,111.9,92.3,1.87,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,17394,23,16,84.2,76.9,1.28,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,625,21,19,91.8,76.9,1.26,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,11492,12,18,61.8,61.5,0.76,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,8770,7,16,32.8,50.0,0.57,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,11809,23,17,92.4,57.7,1.21,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,17231,21,21,97.8,73.1,1.21,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,11805,14,16,57.3,73.1,0.93,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,19777,17,19,72.0,61.5,0.92,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,16554,8,21,43.9,57.7,0.47,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,17394,25,22,92.5,73.5,1.26,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,16034,24,21,75.6,67.6,1.16,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,8770,27,27,79.9,61.8,1.09,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,11492,21,21,58.5,73.5,0.91,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,625,18,25,57.0,67.6,0.77,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,17231,38,23,123.2,79.4,1.64,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,19777,26,20,68.1,73.5,1.01,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,11809,19,25,73.9,70.6,0.99,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,11805,18,23,60.6,64.7,0.87,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Inferno,16554,14,24,56.6,61.8,0.74,2340497/i-sleep-vs-shidiots-lpl-pro-league-season-4
Vertigo,19731,17,15,80.3,60.9,1.06,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,19905,15,20,79.5,60.9,0.92,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,19906,11,20,54.9,56.5,0.65,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,19643,9,21,53.9,56.5,0.61,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,19904,9,21,45.3,43.5,0.48,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,16025,24,12,107.1,91.3,1.70,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,8758,22,12,98.5,91.3,1.66,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,18028,20,11,73.0,82.6,1.38,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,18740,15,13,92.4,82.6,1.26,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,18346,16,14,64.9,73.9,0.99,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,19906,26,17,97.8,74.1,1.38,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,19731,20,18,87.0,70.4,1.20,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,19904,16,22,79.0,70.4,0.97,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,19643,13,21,53.3,51.9,0.63,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,19905,8,20,32.2,51.9,0.45,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,16025,27,15,101.3,66.7,1.52,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,18740,21,13,72.0,77.8,1.16,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,18346,18,17,72.7,66.7,1.05,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,18028,19,19,72.1,63.0,0.99,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Nuke,8758,13,19,63.9,59.3,0.76,2340583/esper-vs-mako-esea-mdl-season-33-australia-relegation
Vertigo,17132,30,11,114.3,83.3,1.95,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,17130,24,10,104.8,83.3,1.68,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,15298,21,13,84.5,83.3,1.46,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,16831,16,14,74.5,75.0,1.19,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,17133,11,9,66.8,70.8,1.10,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,20056,20,18,95.7,54.2,1.22,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,20057,11,20,66.0,45.8,0.62,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,20058,12,21,47.9,41.7,0.59,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,20060,8,23,59.1,50.0,0.42,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Vertigo,20059,6,20,37.7,45.8,0.40,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,17132,24,12,110.1,90.5,1.90,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,17133,23,12,122.1,85.7,1.89,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,15298,16,14,81.2,66.7,1.22,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,16831,14,13,71.5,76.2,1.15,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,17130,14,13,57.6,76.2,0.99,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,20057,15,19,77.8,71.4,0.91,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,20060,13,19,79.2,66.7,0.85,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,20056,13,17,63.6,66.7,0.78,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,20059,14,18,71.0,47.6,0.72,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Mirage,20058,9,18,55.0,42.9,0.55,2340605/asterius-vs-red-feet-esea-open-season-33-brazil
Nuke,14111,24,14,94.2,70.8,1.33,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,11227,19,18,92.8,79.2,1.24,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,17941,17,15,75.4,62.5,1.21,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,9259,16,14,78.2,70.8,1.16,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,11230,18,11,66.2,83.3,1.16,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,17097,15,17,75.5,66.7,1.09,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,16902,16,19,69.8,66.7,0.90,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,19832,16,19,69.1,66.7,0.88,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,15523,14,21,79.8,66.7,0.87,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Nuke,16652,11,19,47.8,50.0,0.53,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,11227,19,17,79.3,64.0,1.28,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,14111,22,15,87.7,64.0,1.25,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,11230,20,16,82.8,60.0,1.20,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,9259,17,16,71.3,76.0,1.13,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,17941,17,19,73.0,60.0,0.99,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,16902,24,19,91.4,76.0,1.35,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,16652,19,18,78.5,76.0,1.12,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
Mirage,19832,15,18,61.7,60.0,0.87,2340590/buffdaddys-paypal-vs-faint-esea-advanced-season-33-north-america
